implementation,time
qs1,0.002000093460083008
qs1,0.0030014514923095703
qs1,0.0020003318786621094
qs1,0.001996755599975586
qs1,0.0030007362365722656
qs1,0.0020003318786621094
qs1,0.0020017623901367188
qs1,0.0029976367950439453
qs1,0.0019998550415039062
qs1,0.002000570297241211
qs1,0.0020003318786621094
qs1,0.001998424530029297
qs1,0.002000570297241211
qs1,0.0030012130737304688
qs1,0.0020012855529785156
qs1,0.0019998550415039062
qs1,0.0029985904693603516
qs1,0.0019989013671875
qs1,0.002001047134399414
qs1,0.0030002593994140625
qs1,0.0019998550415039062
qs1,0.002000093460083008
qs1,0.0019998550415039062
qs1,0.0030007362365722656
qs1,0.0019981861114501953
qs1,0.002002716064453125
qs1,0.0029993057250976562
qs1,0.002002716064453125
qs1,0.0019969940185546875
qs1,0.0019996166229248047
qs1,0.0020008087158203125
qs1,0.002002239227294922
qs1,0.0019974708557128906
qs1,0.002002239227294922
qs1,0.0019981861114501953
qs1,0.0019969940185546875
qs1,0.0020024776458740234
qs1,0.0019996166229248047
qs1,0.0029981136322021484
qs1,0.001999378204345703
qs1,0.0020003318786621094
qs1,0.002002239227294922
qs1,0.0029993057250976562
qs1,0.0020008087158203125
qs1,0.001997709274291992
qs1,0.0020041465759277344
qs1,0.0019979476928710938
qs1,0.0019986629486083984
qs1,0.003000020980834961
qs1,0.0020020008087158203
qs1,0.0019969940185546875
qs1,0.0020003318786621094
qs1,0.0019998550415039062
qs1,0.0020020008087158203
qs1,0.001998424530029297
qs1,0.0019996166229248047
qs1,0.0019996166229248047
qs1,0.002001047134399414
qs1,0.0019991397857666016
qs1,0.0020003318786621094
qs1,0.002000570297241211
qs1,0.0019998550415039062
qs1,0.0019989013671875
qs1,0.0020012855529785156
qs1,0.001999378204345703
qs1,0.0020003318786621094
qs1,0.002000093460083008
qs1,0.0029993057250976562
qs1,0.0020024776458740234
qs1,0.002000093460083008
qs1,0.001997709274291992
qs1,0.002001523971557617
qs1,0.002000093460083008
qs1,0.0020003318786621094
qs1,0.0019986629486083984
qs1,0.0019996166229248047
qs1,0.0020012855529785156
qs1,0.0019981861114501953
qs1,0.0020003318786621094
qs1,0.0020017623901367188
qs1,0.0019989013671875
qs1,0.002001523971557617
qs1,0.001998424530029297
qs1,0.0020012855529785156
qs1,0.0019981861114501953
qs1,0.002000093460083008
qs1,0.0020020008087158203
qs1,0.001997709274291992
qs1,0.002000570297241211
qs1,0.003000497817993164
qs1,0.002001047134399414
qs1,0.0019981861114501953
qs1,0.0020008087158203125
qs1,0.0019986629486083984
qs1,0.0020020008087158203
qs1,0.002001047134399414
qs1,0.0019969940185546875
qs1,0.0020003318786621094
qs1,0.0020036697387695312
qs1,0.001995563507080078
qs1,0.0020029544830322266
qs1,0.0019998550415039062
qs1,0.001997709274291992
qs1,0.0019998550415039062
qs1,0.002003192901611328
qs1,0.001997709274291992
qs1,0.0019989013671875
qs1,0.0020029544830322266
qs1,0.001997232437133789
qs1,0.0019998550415039062
qs1,0.002001047134399414
qs1,0.002001523971557617
qs1,0.0019974708557128906
qs1,0.0020008087158203125
qs1,0.0019998550415039062
qs1,0.0030019283294677734
qs1,0.0019986629486083984
qs1,0.0019998550415039062
qs1,0.0019989013671875
qs1,0.0020008087158203125
qs1,0.0020003318786621094
qs1,0.0019989013671875
qs1,0.0020003318786621094
qs1,0.002002239227294922
qs1,0.002000093460083008
qs1,0.002001523971557617
qs1,0.0019958019256591797
qs1,0.002001047134399414
qs1,0.0020012855529785156
qs1,0.001998424530029297
qs1,0.00400090217590332
qs1,0.002001047134399414
qs1,0.0020012855529785156
qs1,0.0019974708557128906
qs1,0.0020012855529785156
qs1,0.0019981861114501953
qs1,0.0020020008087158203
qs1,0.002001047134399414
qs1,0.0019974708557128906
qs1,0.0020017623901367188
qs1,0.001999378204345703
qs1,0.0019991397857666016
qs1,0.002000570297241211
qs1,0.002001523971557617
qs1,0.002000570297241211
qs1,0.0019979476928710938
qs1,0.0019991397857666016
qs1,0.002000093460083008
qs1,0.0020058155059814453
qs1,0.001993894577026367
qs1,0.002002239227294922
qs1,0.001999378204345703
qs1,0.002000570297241211
qs1,0.002000093460083008
qs1,0.0019991397857666016
qs1,0.0019998550415039062
qs1,0.0030007362365722656
qs1,0.0019998550415039062
qs1,0.001998424530029297
qs1,0.0020017623901367188
qs1,0.0019996166229248047
qs1,0.002002239227294922
qs1,0.0019991397857666016
qs1,0.0019979476928710938
qs1,0.0020439624786376953
qs1,0.0019576549530029297
qs1,0.0019974708557128906
qs1,0.0020003318786621094
qs1,0.0029997825622558594
qs1,0.0020017623901367188
qs1,0.0020008087158203125
qs1,0.0019991397857666016
qs1,0.001999378204345703
qs1,0.0020012855529785156
qs1,0.002001047134399414
qs1,0.001998424530029297
qs1,0.0019989013671875
qs1,0.0019998550415039062
qs1,0.0020034313201904297
qs1,0.0019960403442382812
qs1,0.0020017623901367188
qs1,0.0029993057250976562
qs1,0.0020012855529785156
qs1,0.0019979476928710938
qs1,0.002002239227294922
qs1,0.0019974708557128906
qs1,0.0020003318786621094
qs1,0.0020008087158203125
qs1,0.0030035972595214844
qs1,0.0019969940185546875
qs1,0.001998424530029297
qs1,0.0030007362365722656
qs1,0.002000570297241211
qs1,0.001999378204345703
qs1,0.002999544143676758
qs1,0.002000570297241211
qs1,0.002000570297241211
qs1,0.0029993057250976562
qs1,0.002001523971557617
qs1,0.0019989013671875
qs1,0.0020024776458740234
qs1,0.001999378204345703
qs1,0.002001047134399414
qs1,0.0019989013671875
qs1,0.002000093460083008
qs1,0.0020003318786621094
qs1,0.0019989013671875
qs1,0.002000093460083008
qs1,0.0020024776458740234
qs1,0.0019969940185546875
qs1,0.0020003318786621094
qs1,0.002001047134399414
qs1,0.002998828887939453
qs1,0.0019989013671875
qs1,0.002004861831665039
qs1,0.001995563507080078
qs1,0.0030007362365722656
qs1,0.002002239227294922
qs1,0.001999378204345703
qs1,0.0019989013671875
qs1,0.0019979476928710938
qs1,0.002000093460083008
qs1,0.0019996166229248047
qs1,0.002000570297241211
qs1,0.0020041465759277344
qs1,0.002996206283569336
qs1,0.0020012855529785156
qs1,0.002001047134399414
qs1,0.0019969940185546875
qs1,0.002001047134399414
qs1,0.0020020008087158203
qs1,0.0019998550415039062
qs1,0.001997709274291992
qs1,0.0020012855529785156
qs1,0.0019981861114501953
qs1,0.0020055770874023438
qs1,0.0019965171813964844
qs1,0.0019998550415039062
qs1,0.0030024051666259766
qs1,0.001996278762817383
qs1,0.0020017623901367188
qs1,0.0019998550415039062
qs1,0.0019991397857666016
qs1,0.0019996166229248047
qs1,0.001999378204345703
qs1,0.0020041465759277344
qs1,0.001995563507080078
qs1,0.0020024776458740234
qs1,0.0019989013671875
qs1,0.001997709274291992
qs1,0.002000093460083008
qs1,0.0019989013671875
qs1,0.0019998550415039062
qs1,0.002000093460083008
qs1,0.0019998550415039062
qs1,0.0020003318786621094
qs1,0.0019998550415039062
qs1,0.002000093460083008
qs1,0.0020003318786621094
qs1,0.0020003318786621094
qs1,0.0019996166229248047
qs1,0.0019998550415039062
qs1,0.002000570297241211
qs1,0.002000093460083008
qs1,0.0029993057250976562
qs1,0.0019998550415039062
qs1,0.0019998550415039062
qs1,0.0020012855529785156
qs1,0.001999378204345703
qs1,0.0019991397857666016
qs1,0.004000425338745117
qs1,0.0020055770874023438
qs1,0.001996278762817383
qs1,0.002000570297241211
qs1,0.0019981861114501953
qs1,0.0019998550415039062
qs1,0.0020012855529785156
qs1,0.0020017623901367188
qs1,0.001997232437133789
qs1,0.002001523971557617
qs1,0.001997709274291992
qs1,0.0029997825622558594
qs1,0.0020012855529785156
qs1,0.002000093460083008
qs1,0.002000570297241211
qs1,0.0019986629486083984
qs1,0.002001523971557617
qs1,0.0019986629486083984
qs1,0.0020008087158203125
qs1,0.0019986629486083984
qs1,0.0020020008087158203
qs1,0.0019979476928710938
qs1,0.0019998550415039062
qs1,0.002001047134399414
qs1,0.0020012855529785156
qs1,0.001999378204345703
qs1,0.0019981861114501953
qs1,0.003002643585205078
qs1,0.0019986629486083984
qs1,0.0020008087158203125
qs1,0.0019991397857666016
qs1,0.0020036697387695312
qs1,0.0019960403442382812
qs1,0.0030024051666259766
qs1,0.0019974708557128906
qs1,0.002000093460083008
qs1,0.0020017623901367188
qs1,0.0030035972595214844
qs1,0.002996683120727539
qs1,0.003999471664428711
qs1,0.0029997825622558594
qs1,0.0030002593994140625
qs1,0.0019998550415039062
qs1,0.0029985904693603516
qs1,0.002001047134399414
qs1,0.0019989013671875
qs1,0.0020003318786621094
qs1,0.002000093460083008
qs1,0.0019989013671875
qs1,0.0020024776458740234
qs1,0.002000093460083008
qs1,0.001999378204345703
qs1,0.0020003318786621094
qs1,0.0019996166229248047
qs1,0.0019998550415039062
qs1,0.002001047134399414
qs1,0.0019989013671875
qs1,0.002000093460083008
qs1,0.0030002593994140625
qs1,0.0019996166229248047
qs1,0.0020003318786621094
qs1,0.002000093460083008
qs1,0.0020012855529785156
qs1,0.001998424530029297
qs1,0.0019998550415039062
qs1,0.0019991397857666016
qs1,0.002004384994506836
qs1,0.001997709274291992
qs1,0.001997232437133789
qs1,0.002003192901611328
qs1,0.0019965171813964844
qs1,0.0020017623901367188
qs1,0.002998828887939453
qs1,0.002000093460083008
qs1,0.0020020008087158203
qs1,0.0019981861114501953
qs1,0.0020017623901367188
qs1,0.001997709274291992
qs1,0.0020003318786621094
qs1,0.002000093460083008
qs1,0.0020008087158203125
qs1,0.0019996166229248047
qs1,0.0019998550415039062
qs1,0.002000570297241211
qs1,0.001999378204345703
qs1,0.0020008087158203125
qs1,0.0019989013671875
qs1,0.002000093460083008
qs1,0.0019996166229248047
qs1,0.002000093460083008
qs1,0.002000570297241211
qs1,0.0020017623901367188
qs1,0.0019986629486083984
qs1,0.0019998550415039062
qs1,0.002000093460083008
qs1,0.0019989013671875
qs1,0.002000093460083008
qs1,0.0020020008087158203
qs1,0.0029993057250976562
qs1,0.002000093460083008
qs1,0.0020008087158203125
qs1,0.001998424530029297
qs1,0.002000093460083008
qs1,0.001999378204345703
qs1,0.0020024776458740234
qs1,0.001997709274291992
qs1,0.0020003318786621094
qs1,0.0020017623901367188
qs1,0.001998424530029297
qs1,0.002999544143676758
qs1,0.0019998550415039062
qs1,0.0019998550415039062
qs1,0.0019996166229248047
qs1,0.002000093460083008
qs1,0.0020008087158203125
qs1,0.0019998550415039062
qs1,0.0020003318786621094
qs1,0.0019998550415039062
qs1,0.001999378204345703
qs1,0.0019996166229248047
qs1,0.0020008087158203125
qs1,0.0019986629486083984
qs1,0.0019996166229248047
qs1,0.002000570297241211
qs1,0.002000570297241211
qs1,0.0019998550415039062
qs1,0.0020008087158203125
qs1,0.0019991397857666016
qs1,0.002003908157348633
qs1,0.001996755599975586
qs1,0.0020024776458740234
qs1,0.0019974708557128906
qs1,0.0020003318786621094
qs1,0.0019991397857666016
qs1,0.002002716064453125
qs1,0.002998828887939453
qs1,0.0019996166229248047
qs1,0.0010013580322265625
qs1,0.0029976367950439453
qs1,0.0020003318786621094
qs1,0.0020017623901367188
qs1,0.0019989013671875
qs1,0.0020008087158203125
qs1,0.002000093460083008
qs1,0.0019974708557128906
qs1,0.0020017623901367188
qs1,0.0020046234130859375
qs1,0.0019958019256591797
